STD_YM,fac_name,modal,visit_cnt,life_visit_cnt
202506,개금3동 주민센터,0,30489.1,3620.6
202506,개금3동 주민센터,1,19282.3,4698.1
202506,개금3동 주민센터,2,11541.1,1148.2
202506,개금3동 주민센터,3,21738.3,12028.9
202506,개금3동 주민센터,4,300.3,13.4
202506,개금3동 주민센터,9,10482.6,2234.5
202506,개금종합사회복지관,0,8095.1,1876.1
202506,개금종합사회복지관,1,7692.7,3434.6
202506,개금종합사회복지관,2,1842.8,335.0
202506,개금종합사회복지관,3,9788.1,8904.6
202506,개금종합사회복지관,4,60.6,19.0
202506,개금종합사회복지관,9,3168.0,1282.9
202506,개금테마공원,0,101921.7,17099.8
202506,개금테마공원,1,81036.7,30969.6
202506,개금테마공원,2,22021.0,2523.2
202506,개금테마공원,3,84739.1,67942.4
202506,개금테마공원,4,961.8,87.8
202506,개금테마공원,9,41888.6,13084.3
202506,개성고등학교,0,18458.6,5148.2
202506,개성고등학교,1,19806.8,10645.6
202506,개성고등학교,2,2646.9,627.3
202506,개성고등학교,3,18950.2,18028.3
202506,개성고등학교,4,136.5,29.1
202506,개성고등학교,9,6864.1,3721.7
202506,당감4동 주민센터,0,697.7,553.2
202506,당감4동 주민센터,1,1264.3,1171.4
202506,당감4동 주민센터,2,136.5,124.9
202506,당감4동 주민센터,3,2376.9,2353.3
202506,당감4동 주민센터,4,1.9,0.0
202506,당감4동 주민센터,9,737.7,651.0
202506,당감골목시장,0,15534.9,2657.5
202506,당감골목시장,1,16038.6,5714.6
202506,당감골목시장,2,2778.9,474.3
202506,당감골목시장,3,15458.2,11617.3
202506,당감골목시장,4,106.3,14.1
202506,당감골목시장,9,7039.0,2296.9
202506,당감사회복지관,0,37571.0,5625.3
202506,당감사회복지관,1,17634.1,3687.2
202506,당감사회복지관,2,7512.4,691.6
202506,당감사회복지관,3,36692.4,29834.9
202506,당감사회복지관,4,300.5,15.4
202506,당감사회복지관,9,18578.3,6268.0
202506,당감행복마루센터,0,24233.2,4899.6
202506,당감행복마루센터,1,11737.2,3097.0
202506,당감행복마루센터,2,5232.9,671.2
202506,당감행복마루센터,3,26319.6,20098.2
202506,당감행복마루센터,4,301.8,57.9
202506,당감행복마루센터,9,12567.4,4675.6
202506,백양가족공원,0,15340.3,2902.8
202506,백양가족공원,1,13690.0,5611.2
202506,백양가족공원,2,1594.8,178.4
202506,백양가족공원,3,9667.5,8973.2
202506,백양가족공원,4,97.7,0.0
202506,백양가족공원,9,5045.3,1736.6
202506,부산진구 동네 청년아루,0,24275.1,4895.1
202506,부산진구 동네 청년아루,1,11751.5,3097.0
202506,부산진구 동네 청년아루,2,5244.9,671.2
202506,부산진구 동네 청년아루,3,26259.5,20061.7
202506,부산진구 동네 청년아루,4,305.5,57.9
202506,부산진구 동네 청년아루,9,12560.9,4675.6
202506,부산진구 생활문화센터,0,66864.5,10970.7
202506,부산진구 생활문화센터,1,62853.9,20907.4
202506,부산진구 생활문화센터,2,10545.4,1305.7
202506,부산진구 생활문화센터,3,69640.0,60494.1
202506,부산진구 생활문화센터,4,731.5,92.1
202506,부산진구 생활문화센터,9,26703.2,8828.5
202506,부산진구 어린이청소년 도서관,0,12346.7,2197.1
202506,부산진구 어린이청소년 도서관,1,8018.0,2466.5
202506,부산진구 어린이청소년 도서관,2,1948.6,248.3
202506,부산진구 어린이청소년 도서관,3,12856.6,10271.2
202506,부산진구 어린이청소년 도서관,4,89.3,8.1
202506,부산진구 어린이청소년 도서관,9,6920.6,2266.8
202506,부산진구여성가족문화센터,0,22332.2,2466.0
202506,부산진구여성가족문화센터,1,15433.7,3177.4
202506,부산진구여성가족문화센터,2,6106.8,375.3
202506,부산진구여성가족문화센터,3,18905.7,13616.6
202506,부산진구여성가족문화센터,4,224.6,27.8
202506,부산진구여성가족문화센터,9,10324.1,2539.6
202506,새당감시장,0,38020.3,5667.3
202506,새당감시장,1,18050.7,3873.5
202506,새당감시장,2,7549.6,679.0
202506,새당감시장,3,36452.5,29634.9
202506,새당감시장,4,300.5,15.4
202506,새당감시장,9,18675.5,6222.6
202506,한국신발관,0,36376.8,3410.5
202506,한국신발관,1,18742.0,3219.7
202506,한국신발관,2,11998.6,869.0
202506,한국신발관,3,19691.3,7394.1
202506,한국신발관,4,336.9,16.2
202506,한국신발관,9,13737.3,2704.5
